Income,Income Class,Kids,Teens,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,DealsPurchases,WebPurchases,CatalogPurchases,StorePurchases,WebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Age Class,Customer_Days,Marital Status,Education,MntTotal,MntRegularProds,AcceptedCmpOverall
77568,Middle,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,No,Yes,Yes,Yes,No,No,3,11,0,41,Middle,2832,Together,Graduation,2036,1878,3
61825,Middle,0,1,56,162,50,100,55,30,27,1,4,2,8,4,No,No,No,No,No,No,3,11,0,41,Middle,2485,Single,Graduation,397,370,0
56775,Lower-middle,0,1,62,614,35,160,58,35,35,2,5,8,10,5,No,No,No,No,No,No,3,11,0,41,Middle,2702,Married,Graduation,902,867,0
54210,Lower-middle,0,1,18,70,54,109,80,9,45,2,4,1,7,5,No,No,No,No,No,No,3,11,0,41,Middle,2564,Married,2nd Cycle,322,277,0
31605,Lower-middle,1,0,15,74,0,42,2,1,6,2,2,1,4,7,No,No,No,No,No,No,3,11,0,41,Middle,2743,Married,PhD,119,113,0
48526,Lower-middle,1,0,32,23,17,23,43,20,9,1,2,1,4,3,No,No,No,No,No,No,3,11,0,41,Middle,2346,Single,Graduation,126,117,0
7500,Lower,0,1,61,5,2,3,3,0,5,1,1,0,2,8,No,No,No,No,No,No,3,11,0,41,Middle,2828,Married,Graduation,13,8,0
23724,Lower,1,0,65,5,23,15,0,18,14,2,2,0,3,8,No,No,No,No,No,No,3,11,0,41,Middle,2696,Together,Basic,61,47,0
15287,Lower,1,0,60,1,2,8,4,3,13,2,1,1,2,7,Yes,No,No,No,No,No,3,11,1,41,Middle,2786,Divorced,Graduation,18,5,1
71626,Middle,0,0,94,546,72,376,94,145,72,1,5,5,8,3,No,Yes,No,No,No,No,3,11,0,41,Middle,2764,Married,Graduation,1233,1161,1
27244,Lower,1,0,84,6,5,17,3,24,46,2,2,2,2,7,No,No,No,No,No,No,3,11,0,41,Middle,2273,Married,Graduation,55,9,0
75507,Middle,0,0,56,709,93,374,104,80,80,1,8,6,6,3,No,No,No,No,No,No,3,11,0,41,Middle,2217,Together,Graduation,1360,1280,0
57537,Lower-middle,1,0,83,191,56,139,51,8,100,4,4,3,8,4,No,No,No,No,No,No,3,11,0,41,Middle,2543,Single,Graduation,445,345,0
31086,Lower-middle,1,1,79,16,2,11,3,0,16,2,1,1,2,8,Yes,No,No,No,No,No,3,11,0,41,Middle,2580,Married,2nd Cycle,32,16,1
21645,Lower,1,0,75,14,0,23,4,5,19,3,3,0,3,9,No,No,No,No,No,No,3,11,1,41,Middle,2823,Together,Graduation,46,27,0
60474,Middle,0,1,25,265,199,303,234,9,170,7,10,2,12,7,No,No,No,No,No,No,3,11,0,41,Middle,2613,Single,Graduation,1010,840,0
24594,Lower,1,0,94,1,3,6,10,0,9,1,1,0,3,5,No,No,No,No,No,No,3,11,0,41,Middle,2360,Together,Basic,20,11,0
15862,Lower,1,0,26,1,1,4,11,9,10,1,1,0,3,8,No,No,No,No,No,No,3,11,0,41,Middle,2526,Single,Basic,26,16,0
17688,Lower,1,0,82,2,2,1,3,1,2,1,1,0,2,8,No,No,No,No,No,Yes,3,11,0,41,Middle,2691,Married,Graduation,9,7,0
16653,Lower,1,0,10,5,7,31,15,4,7,3,2,1,3,6,No,No,No,No,No,No,3,11,1,41,Middle,2231,Single,Master,62,55,0
16014,Lower,1,1,42,3,9,4,7,8,7,4,1,1,4,3,No,No,No,No,No,No,3,11,0,41,Middle,2628,Single,Basic,31,24,0
13533,Lower,1,0,45,12,3,8,8,0,17,2,2,0,3,7,No,No,No,No,No,No,3,11,0,41,Middle,2635,Divorced,2nd Cycle,31,14,0
20194,Lower,1,0,64,0,4,7,11,10,15,2,2,0,3,6,No,No,No,No,No,No,3,11,0,41,Middle,2718,Single,Basic,32,17,0
60839,Middle,1,1,72,600,21,128,223,150,128,13,2,2,12,8,No,No,No,No,No,No,3,11,0,41,Middle,2829,Together,2nd Cycle,1122,994,0
77298,Middle,0,1,46,425,115,292,23,35,79,1,6,6,11,3,No,No,No,No,No,No,3,11,0,41,Middle,2398,Together,Graduation,890,811,0
61825,Middle,0,1,56,162,50,100,55,30,27,1,4,2,8,4,No,No,No,No,No,No,3,11,0,41,Middle,2485,Single,Graduation,397,370,0
36781,Lower-middle,1,0,16,29,1,17,0,3,13,1,2,1,2,8,No,No,No,No,No,No,3,11,1,41,Middle,2239,Married,Graduation,50,37,0
32765,Lower-middle,1,0,49,13,3,17,7,3,3,2,2,0,4,5,No,No,No,No,No,No,3,11,0,41,Middle,2285,Married,Master,43,40,0
45057,Lower-middle,1,0,80,37,0,7,3,0,3,1,2,0,3,5,No,No,No,No,No,No,3,11,0,41,Middle,2369,Married,Master,47,44,0
34350,Lower-middle,1,0,81,16,3,15,2,1,11,1,1,0,3,7,No,No,No,No,No,No,3,11,0,41,Middle,2412,Together,Graduation,37,26,0
58025,Middle,0,1,81,270,31,88,11,48,22,3,3,2,10,4,No,No,No,No,No,No,3,11,0,41,Middle,2374,Married,Graduation,448,426,0
7500,Lower,1,0,7,2,8,11,3,8,21,4,3,2,2,7,No,No,No,No,No,No,3,11,0,41,Middle,2577,Together,2nd Cycle,32,11,0
63777,Middle,1,1,87,457,5,106,15,17,53,8,11,1,6,8,No,No,No,No,No,No,3,11,0,41,Middle,2621,Married,Graduation,600,547,0
66373,Middle,1,1,57,328,9,124,12,24,109,7,4,2,10,3,No,No,No,No,No,No,3,11,0,42,Middle,2541,Married,Graduation,497,388,0
38557,Lower-middle,1,0,17,76,3,31,4,4,27,2,3,1,3,7,No,No,No,No,No,No,3,11,0,42,Middle,2716,Single,Graduation,118,91,0
36550,Lower-middle,1,0,74,47,90,94,123,103,120,5,9,1,5,9,No,No,No,No,No,No,3,11,0,42,Middle,2654,Married,2nd Cycle,457,337,0
60199,Middle,1,2,49,8,1,7,2,0,0,1,0,0,3,4,No,No,No,No,No,No,3,11,0,42,Middle,2449,Single,Graduation,18,18,0
24882,Lower,1,0,52,1,4,10,29,0,36,1,1,1,2,6,Yes,No,No,No,No,No,3,11,0,42,Middle,2817,Together,Basic,44,8,1
63693,Middle,0,1,63,587,43,337,42,87,54,3,11,6,9,6,No,No,No,No,No,No,3,11,0,42,Middle,2417,Divorced,Graduation,1096,1042,0
52195,Lower-middle,2,1,2,12,0,4,0,0,1,1,1,0,2,8,No,No,No,No,No,No,3,11,0,42,Middle,2207,Single,2nd Cycle,16,15,0
42011,Lower-middle,1,0,46,131,0,16,2,1,39,4,3,1,4,8,No,No,No,No,No,No,3,11,0,42,Middle,2619,Together,Graduation,150,111,0
37717,Lower-middle,1,0,31,9,0,6,4,1,5,1,1,0,2,9,No,No,No,No,No,No,3,11,0,42,Middle,2742,Married,PhD,20,15,0
46377,Lower-middle,1,0,89,37,0,46,4,3,0,1,2,1,3,4,No,No,No,No,No,No,3,11,0,42,Middle,2279,Married,PhD,90,90,0
38643,Lower-middle,1,1,45,22,2,14,0,1,10,2,2,0,3,7,No,No,No,No,No,Yes,3,11,0,42,Middle,2371,Single,Graduation,39,29,0
28442,Lower,2,0,53,19,3,10,11,8,6,3,2,1,4,4,No,No,No,No,No,No,3,11,0,42,Middle,2284,Married,Graduation,51,45,0
37717,Lower-middle,1,0,31,9,0,6,4,1,5,1,1,0,2,9,No,No,No,No,No,No,3,11,0,42,Middle,2742,Married,PhD,20,15,0
38415,Lower-middle,1,1,91,22,1,13,4,0,4,2,1,0,3,7,No,No,No,No,No,No,3,11,0,42,Middle,2702,Married,Graduation,40,36,0
55563,Lower-middle,0,1,22,29,1,9,2,0,2,1,2,0,3,3,No,No,No,No,No,No,3,11,0,42,Middle,2244,Divorced,Graduation,41,39,0
54880,Lower-middle,1,0,57,308,85,137,102,45,118,2,6,2,11,5,No,No,No,No,No,No,3,11,0,42,Middle,2644,Single,PhD,677,559,0
33039,Lower-middle,1,0,4,30,8,12,8,8,12,1,2,0,4,5,No,No,No,No,No,No,3,11,0,42,Middle,2452,Married,Graduation,66,54,0
38593,Lower-middle,1,0,42,51,12,49,17,24,24,3,4,1,3,8,No,No,No,No,No,No,3,11,0,42,Middle,2448,Single,2nd Cycle,153,129,0
26224,Lower,1,0,39,4,7,15,13,9,15,3,2,1,3,6,No,No,No,No,No,No,3,11,0,42,Middle,2549,Married,2nd Cycle,48,33,0
54162,Lower-middle,1,1,31,5,6,10,6,5,10,1,1,0,3,4,No,No,No,No,No,No,3,11,0,42,Middle,2627,Widow,Graduation,32,22,0
36975,Lower-middle,1,0,50,10,6,11,0,4,2,1,1,0,3,7,No,No,No,No,No,No,3,11,0,42,Middle,2342,Single,2nd Cycle,31,29,0
71427,Middle,2,0,26,212,123,177,15,64,23,2,8,2,8,4,No,No,No,No,No,No,3,11,0,42,Middle,2268,Married,Graduation,591,568,0
71022,Middle,0,1,30,909,12,278,0,12,242,3,5,2,11,8,Yes,No,No,No,No,No,3,11,0,42,Middle,2297,Divorced,Graduation,1211,969,1
25851,Lower,1,0,45,9,4,18,7,5,5,2,2,0,3,7,No,No,No,No,No,No,3,11,0,42,Middle,2662,Together,Graduation,43,38,0
66373,Middle,1,1,57,328,9,124,12,24,109,7,4,2,10,3,No,No,No,No,No,No,3,11,0,42,Middle,2541,Married,Graduation,497,388,0
38702,Lower-middle,1,0,71,13,11,24,13,8,40,2,3,0,4,6,No,No,No,No,No,No,3,11,0,42,Middle,2491,Together,2nd Cycle,69,29,0
63855,Middle,0,0,28,359,35,314,93,116,89,1,7,3,13,4,No,No,No,No,No,No,3,11,0,42,Middle,2664,Together,2nd Cycle,917,828,0
31626,Lower-middle,1,0,12,39,1,9,2,1,34,1,2,1,2,7,Yes,No,No,No,No,No,3,11,1,42,Middle,2574,Single,PhD,52,18,1
43783,Lower-middle,1,0,22,327,9,125,25,4,139,6,7,1,8,7,Yes,No,No,No,No,No,3,11,0,42,Middle,2190,Married,Master,490,351,1
51267,Lower-middle,1,1,37,183,2,64,7,2,12,4,3,3,5,4,No,No,No,No,No,No,3,11,0,42,Middle,2402,Married,Graduation,258,246,0
25804,Lower,1,0,34,8,7,9,13,6,12,2,2,0,3,8,No,No,No,No,No,No,3,11,0,42,Middle,2460,Married,2nd Cycle,43,31,0
53172,Lower-middle,0,1,54,121,62,90,68,20,125,3,2,3,8,3,No,No,No,No,No,No,3,11,0,42,Middle,2578,Together,Graduation,361,236,0
61346,Middle,1,0,34,562,58,168,43,16,142,1,5,7,10,3,No,No,No,No,No,No,3,11,0,42,Middle,2425,Together,Master,847,705,0
17117,Lower,1,0,96,12,23,38,30,18,7,4,3,1,3,9,No,No,No,No,No,No,3,11,0,42,Middle,2687,Together,2nd Cycle,121,114,0
68092,Middle,0,0,7,852,60,207,78,36,48,2,2,6,10,5,No,No,No,No,No,No,3,11,0,42,Middle,2354,Single,Master,1233,1185,0
77583,Middle,0,0,93,372,23,384,250,12,108,1,4,5,9,2,No,No,No,Yes,No,No,3,11,0,42,Middle,2298,Married,Graduation,1041,933,1
63693,Middle,0,1,63,587,43,337,42,87,54,3,11,6,9,6,No,No,No,No,No,No,3,11,0,42,Middle,2417,Divorced,Graduation,1096,1042,0
82170,Middle,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,No,No,No,No,No,No,3,11,0,42,Middle,2375,Married,PhD,1871,1834,0
75437,Middle,0,0,25,795,0,545,95,58,0,1,8,4,10,6,No,No,No,Yes,No,No,3,11,0,42,Middle,2391,Together,Graduation,1493,1493,1
30168,Lower-middle,1,0,51,154,20,66,0,12,27,7,6,1,4,9,No,No,No,No,No,No,3,11,0,42,Middle,2638,Single,Graduation,252,225,0
17345,Lower,1,0,79,4,9,16,17,0,12,2,2,1,2,8,No,No,No,No,No,No,3,11,0,42,Middle,2762,Married,Graduation,46,34,0
28647,Lower,1,0,54,19,8,29,0,12,26,1,2,2,2,7,Yes,No,No,No,No,No,3,11,1,42,Middle,2471,Single,Graduation,68,42,1
67023,Middle,0,0,93,444,44,382,11,8,17,1,3,7,13,2,No,No,No,No,No,Yes,3,11,0,42,Middle,2276,Married,Graduation,889,872,0
41014,Lower-middle,1,0,65,7,2,6,2,0,3,1,1,0,2,7,No,No,No,No,No,No,3,11,0,42,Middle,2592,Married,PhD,17,14,0
47025,Lower-middle,0,1,98,508,11,59,23,5,29,5,11,1,6,9,No,No,No,No,No,No,3,11,0,42,Middle,2449,Married,2nd Cycle,606,577,0
42693,Lower-middle,1,0,29,8,4,20,6,3,16,1,1,0,3,5,No,No,No,No,No,No,3,11,0,42,Middle,2181,Married,Graduation,41,25,0
21282,Lower,1,0,76,1,5,8,4,8,20,2,2,1,2,6,No,No,No,No,No,No,3,11,0,42,Middle,2208,Divorced,2nd Cycle,26,6,0
41986,Lower-middle,0,1,15,27,5,8,8,3,12,3,3,0,4,4,No,No,No,No,No,No,3,11,0,42,Middle,2299,Divorced,Graduation,51,39,0
27683,Lower,1,0,90,152,9,121,12,12,45,4,6,2,4,8,No,No,No,No,No,No,3,11,0,42,Middle,2853,Together,PhD,306,261,0
71847,Middle,0,0,95,737,21,106,55,63,210,0,6,7,9,3,No,No,No,Yes,No,No,3,11,0,42,Middle,2805,Divorced,Graduation,982,772,1
34043,Lower-middle,1,0,97,20,2,14,3,0,10,1,2,0,2,9,No,No,No,No,No,No,3,11,0,42,Middle,2406,Together,PhD,39,29,0
7500,Lower,1,1,5,6,5,4,13,4,25,4,2,1,3,6,No,No,No,No,No,No,3,11,0,42,Middle,2708,Single,Graduation,32,7,0
88097,Middle,1,0,24,163,0,480,0,126,75,1,6,5,8,9,No,Yes,Yes,Yes,No,No,3,11,1,42,Middle,2839,Married,Master,769,694,3
38136,Lower-middle,1,0,69,8,15,27,0,20,33,2,3,1,2,8,Yes,No,No,No,No,No,3,11,0,42,Middle,2592,Married,Graduation,70,37,1
16531,Lower,1,0,43,2,13,6,7,5,11,3,3,0,3,7,No,No,No,No,No,No,3,11,0,42,Middle,2170,Together,Graduation,33,22,0
57867,Lower-middle,1,0,48,344,35,178,15,23,17,7,7,2,9,6,No,No,No,No,No,No,3,11,0,42,Middle,2430,Together,Graduation,595,578,0
33039,Lower-middle,1,0,4,30,8,12,8,8,12,1,2,0,4,5,No,No,No,No,No,No,3,11,0,42,Middle,2452,Married,Graduation,66,54,0
65819,Middle,0,0,99,267,38,701,149,165,63,1,5,4,10,3,No,No,No,No,No,No,3,11,0,42,Middle,2736,Married,Graduation,1320,1257,0
12393,Lower,0,0,38,5,6,15,11,7,13,1,2,0,3,9,No,No,No,No,No,No,3,11,0,42,Middle,2731,Married,2nd Cycle,44,31,0
22775,Lower,1,0,40,5,1,8,0,0,1,1,1,0,2,8,No,No,No,No,No,No,3,11,0,42,Middle,2534,Together,Graduation,14,13,0
35544,Lower-middle,1,0,77,30,5,23,4,1,4,1,2,0,3,7,No,No,No,No,No,No,3,11,0,42,Middle,2272,Single,Master,63,59,0
70440,Middle,0,0,49,690,117,499,76,102,88,1,5,10,7,3,No,No,No,Yes,No,No,3,11,0,42,Middle,2423,Together,Graduation,1484,1396,1
64813,Middle,1,0,81,293,0,124,179,97,52,1,7,2,10,5,No,No,No,No,No,No,3,11,0,42,Middle,2337,Married,Graduation,693,641,0
41154,Lower-middle,0,1,98,44,2,11,2,3,7,1,1,0,4,5,No,No,No,No,No,No,3,11,0,42,Middle,2605,Together,Graduation,62,55,0
52513,Lower-middle,0,0,84,367,17,241,104,188,232,2,9,5,9,7,No,No,No,No,No,No,3,11,0,42,Middle,2822,Together,2nd Cycle,917,685,0
41580,Lower-middle,1,1,15,56,5,24,4,0,3,3,2,1,3,5,No,No,No,No,No,No,3,11,0,42,Middle,2725,Together,Graduation,89,86,0
72159,Middle,0,0,62,322,53,899,34,40,53,1,4,6,10,2,No,No,No,No,No,No,3,11,0,42,Middle,2767,Married,PhD,1348,1295,0
24882,Lower,1,0,52,1,4,10,29,0,36,1,1,1,2,6,Yes,No,No,No,No,No,3,11,0,42,Middle,2817,Together,Basic,44,8,1
44359,Lower-middle,1,1,19,20,0,14,7,3,1,3,2,0,4,3,No,No,No,No,No,No,3,11,0,42,Middle,2171,Married,Graduation,44,43,0
85738,Middle,0,0,41,913,26,376,17,26,13,1,3,6,11,1,No,Yes,Yes,No,No,No,3,11,0,42,Middle,2316,Together,Master,1358,1345,2
57113,Lower-middle,1,1,45,182,4,33,0,2,42,6,4,1,5,7,No,No,No,No,No,No,3,11,0,42,Middle,2667,Married,Graduation,221,179,0
28587,Lower,1,0,42,22,4,17,12,10,13,3,2,0,4,6,No,No,No,No,No,No,3,11,0,42,Middle,2296,Together,Graduation,65,52,0
42554,Lower-middle,1,1,93,29,1,11,0,0,0,2,2,0,3,4,No,No,No,No,No,No,3,11,0,42,Middle,2692,Together,Graduation,41,41,0
26487,Lower,1,0,23,2,8,10,12,14,23,3,2,1,3,5,No,No,No,No,No,No,3,11,0,42,Middle,2564,Single,Basic,46,23,0
73807,Middle,0,1,88,366,124,156,71,78,54,2,5,5,11,2,No,No,No,No,No,No,3,11,0,42,Middle,2702,Married,Graduation,795,741,0
22775,Lower,1,0,40,5,1,8,0,0,1,1,1,0,2,8,No,No,No,No,No,No,3,11,0,42,Middle,2534,Together,Graduation,14,13,0
35790,Lower-middle,1,0,54,12,6,20,30,1,3,2,2,0,3,7,No,No,No,No,No,No,3,11,0,43,Middle,2702,Single,Graduation,69,66,0
82582,Middle,0,0,54,510,120,550,156,40,241,1,4,9,7,1,Yes,No,No,Yes,No,No,3,11,1,43,Middle,2181,Divorced,Graduation,1376,1135,2
40246,Lower-middle,1,0,68,2,1,6,2,1,1,1,1,0,2,6,No,No,No,No,No,No,3,11,0,43,Middle,2716,Divorced,Graduation,12,11,0
55375,Lower-middle,0,1,3,42,11,57,10,28,14,1,1,1,6,2,No,No,No,No,No,No,3,11,0,43,Middle,2414,Together,Graduation,148,134,0
31353,Lower-middle,1,1,24,10,0,10,3,1,7,2,1,1,2,8,No,No,No,No,No,No,3,11,0,43,Middle,2341,Married,Graduation,24,17,0
102160,Upper-middle,0,0,54,763,29,138,76,176,58,0,7,9,10,4,No,Yes,Yes,Yes,No,No,3,11,1,43,Middle,2763,Together,PhD,1182,1124,3
41443,Lower-middle,1,0,79,171,7,171,25,19,89,6,8,1,5,8,No,No,No,No,No,No,3,11,0,43,Middle,2248,Married,Graduation,393,304,0
55842,Lower-middle,0,1,19,451,0,39,0,4,24,1,7,1,8,5,No,No,No,No,No,No,3,11,0,43,Middle,2196,Married,Master,494,470,0
41124,Lower-middle,1,0,41,281,7,84,15,0,119,7,7,3,4,8,No,No,No,No,No,No,3,11,0,43,Middle,2765,Married,Graduation,387,268,0
50353,Lower-middle,0,0,72,141,15,153,67,31,35,1,4,4,6,3,No,No,No,No,No,No,3,11,0,43,Middle,2180,Married,Master,407,372,0
57954,Lower-middle,1,1,52,456,4,24,0,0,9,7,8,2,6,7,No,Yes,No,No,No,No,3,11,0,43,Middle,2170,Together,Master,484,475,1
25315,Lower,1,0,46,1,9,8,11,3,22,3,3,0,3,8,No,No,No,No,No,No,3,11,0,43,Middle,2393,Together,2nd Cycle,32,10,0
61996,Middle,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,No,Yes,No,Yes,Yes,No,3,11,1,43,Middle,2673,Married,PhD,1206,1182,3
33178,Lower-middle,1,0,9,12,6,2,11,2,16,1,1,0,3,4,No,No,No,No,No,No,3,11,0,43,Middle,2309,Together,Graduation,33,17,0
34487,Lower-middle,1,1,94,19,18,33,24,1,8,3,3,0,3,9,No,No,No,No,No,No,3,11,0,43,Middle,2820,Divorced,PhD,95,87,0
28769,Lower,1,0,76,41,5,129,10,3,3,3,4,1,4,9,No,No,No,No,No,No,3,11,0,43,Middle,2717,Single,Graduation,188,185,0
78710,Middle,0,1,42,721,0,152,119,50,50,3,7,6,12,4,No,No,No,No,No,No,3,11,0,43,Middle,2196,Married,Master,1042,992,0
74985,Middle,0,0,8,587,51,898,247,0,86,1,3,6,7,2,No,No,No,No,No,No,3,11,0,43,Middle,2815,Married,Graduation,1783,1697,0
56628,Lower-middle,0,1,30,479,5,82,7,17,171,2,7,6,5,5,Yes,No,No,No,No,No,3,11,0,43,Middle,2259,Single,Graduation,590,419,1
85072,Middle,0,0,94,494,92,391,194,11,241,1,3,4,10,0,No,No,No,No,No,No,3,11,0,43,Middle,2240,Single,Graduation,1182,941,0
39771,Lower-middle,1,0,92,6,2,18,2,8,14,1,2,0,3,4,No,No,No,No,No,No,3,11,0,43,Middle,2364,Together,Graduation,36,22,0
31056,Lower-middle,1,0,99,5,10,13,3,8,16,1,1,0,3,8,No,No,No,No,No,No,3,11,0,43,Middle,2682,Married,2nd Cycle,39,23,0
54233,Lower-middle,0,1,46,652,8,158,21,0,142,4,11,6,5,8,No,No,No,No,No,No,3,11,0,43,Middle,2669,Married,Graduation,839,697,0
46931,Lower-middle,2,1,94,41,0,17,3,1,16,2,1,1,3,3,No,No,No,No,No,No,3,11,0,43,Middle,2225,Together,Graduation,62,46,0
54809,Lower-middle,1,1,0,63,6,57,13,13,22,4,2,1,5,4,No,No,No,No,No,No,3,11,0,43,Middle,2450,Married,Graduation,152,130,0
42997,Lower-middle,1,1,91,4,0,5,0,1,5,1,1,0,2,7,No,No,No,No,No,No,3,11,0,43,Middle,2363,Single,PhD,10,5,0
37774,Lower-middle,2,0,28,173,8,107,7,2,176,4,7,2,3,9,Yes,No,No,No,No,Yes,3,11,1,43,Middle,2823,Single,Graduation,297,121,1
43263,Lower-middle,0,1,2,262,6,61,0,10,102,3,5,2,6,5,No,No,No,No,No,No,3,11,0,43,Middle,2744,Married,Master,339,237,0
59601,Middle,0,1,14,691,7,69,0,7,23,4,2,2,7,8,No,Yes,No,No,No,No,3,11,0,43,Middle,2498,Divorced,2nd Cycle,774,751,1
69389,Middle,0,1,17,422,7,238,69,46,15,1,7,2,12,4,No,No,No,No,No,No,3,11,0,43,Middle,2798,Married,PhD,782,767,0
34380,Lower-middle,1,0,68,72,7,58,13,1,24,4,4,1,3,8,No,No,No,No,No,No,3,11,0,43,Middle,2582,Married,Graduation,151,127,0
32952,Lower-middle,1,0,36,38,0,12,3,1,1,1,2,0,3,7,No,No,No,No,No,No,3,11,0,43,Middle,2369,Divorced,Graduation,54,53,0
42014,Lower-middle,1,0,56,244,15,108,4,15,50,6,7,1,6,8,No,No,No,No,No,No,3,11,1,43,Middle,2840,Married,Graduation,386,336,0
20981,Lower,0,0,14,2,12,10,6,13,30,1,3,1,2,8,No,No,No,No,No,No,3,11,1,43,Middle,2584,Together,2nd Cycle,43,13,0
42014,Lower-middle,1,0,56,244,15,108,4,15,50,6,7,1,6,8,No,No,No,No,No,No,3,11,1,43,Middle,2840,Married,Graduation,386,336,0
71855,Middle,0,1,59,548,31,422,0,112,28,4,5,5,11,3,No,No,No,No,No,No,3,11,0,43,Middle,2688,Married,Graduation,1113,1085,0
31353,Lower-middle,1,1,24,10,0,10,3,1,7,2,1,1,2,8,No,No,No,No,No,No,3,11,1,43,Middle,2341,Married,Graduation,24,17,0
22108,Lower,1,1,46,5,3,9,6,2,6,2,2,0,3,7,No,No,No,No,No,No,3,11,0,43,Middle,2211,Married,Graduation,25,19,0
72117,Middle,0,1,34,707,20,171,65,60,50,1,9,7,9,5,No,No,No,No,No,No,3,11,0,43,Middle,2472,Married,Graduation,1023,973,0
28973,Lower,0,0,59,206,0,46,3,2,12,2,5,1,5,8,No,No,No,No,No,No,3,11,0,43,Middle,2783,Married,PhD,257,245,0
36273,Lower-middle,1,0,80,29,3,30,3,2,9,2,3,0,3,6,No,No,No,No,No,No,3,11,0,43,Middle,2233,Single,Master,67,58,0
54809,Lower-middle,1,1,0,63,6,57,13,13,22,4,2,1,5,4,No,No,No,No,No,No,3,11,1,43,Middle,2450,Married,Graduation,152,130,0
82326,Middle,0,0,30,938,142,754,159,81,183,1,5,10,6,2,No,Yes,Yes,Yes,No,No,3,11,1,43,Middle,2270,Together,2nd Cycle,2074,1891,3
31878,Lower-middle,0,1,7,23,4,5,10,5,23,1,1,0,4,3,No,No,No,No,No,No,3,11,0,43,Middle,2166,Single,2nd Cycle,47,24,0
22701,Lower,1,0,2,2,4,9,0,4,5,1,1,0,3,5,No,No,No,No,No,No,3,11,0,43,Middle,2456,Married,Master,19,14,0
23763,Lower,1,0,64,22,0,6,6,2,6,1,1,0,3,7,No,No,No,No,No,No,3,11,0,43,Middle,2850,Single,Graduation,36,30,0
30368,Lower-middle,0,1,97,35,0,13,2,0,2,2,2,0,3,8,No,No,No,No,No,No,3,11,0,43,Middle,2393,Married,Graduation,50,48,0
96876,Upper-middle,0,0,79,908,43,735,40,194,21,1,7,7,9,2,No,Yes,Yes,Yes,No,No,3,11,1,43,Middle,2486,Together,Graduation,1920,1899,3
75330,Middle,1,1,94,555,82,257,93,61,61,4,10,3,12,6,No,No,No,No,No,No,3,11,0,43,Middle,2792,Married,Graduation,1048,987,0
27889,Lower,1,0,42,14,0,4,0,0,8,1,1,1,2,6,No,No,No,No,No,No,3,11,0,43,Middle,2518,Married,Master,18,10,0
7500,Lower,0,0,59,6,16,11,11,1,16,1,2,0,3,8,No,No,No,No,No,No,3,11,0,44,Middle,2752,Married,Basic,45,29,0
53359,Lower-middle,1,1,4,173,4,30,3,6,41,4,5,1,4,7,No,No,No,No,No,No,3,11,0,44,Middle,2557,Married,Graduation,216,175,0
23718,Lower,1,0,76,6,3,14,15,7,36,3,3,1,2,7,No,No,No,No,No,No,3,11,0,44,Middle,2459,Married,2nd Cycle,45,9,0
79941,Middle,0,0,72,123,164,266,227,30,174,1,2,4,9,1,No,No,No,No,No,No,3,11,0,44,Middle,2160,Single,Graduation,810,636,0
75825,Middle,0,0,40,1032,105,779,137,105,51,0,5,8,9,4,Yes,No,No,No,No,No,3,11,1,44,Middle,2784,Single,Graduation,2158,2107,1
26326,Lower,0,0,12,1,0,5,0,3,9,1,0,0,3,3,No,No,No,No,No,Yes,3,11,0,44,Middle,2457,Together,2nd Cycle,9,0,0
30992,Lower-middle,1,0,83,17,0,14,7,3,2,1,1,0,3,7,No,No,No,No,No,No,3,11,0,44,Middle,2592,Divorced,Graduation,41,39,0
9548,Lower,1,0,31,0,1,3,10,6,9,2,1,0,3,8,No,No,No,No,No,No,3,11,0,44,Middle,2849,Divorced,Basic,20,11,0
65104,Middle,0,1,4,738,0,232,13,20,50,2,3,5,7,7,No,No,No,No,No,No,3,11,1,44,Middle,2386,Together,Master,1003,953,0
59809,Middle,0,2,36,598,16,141,32,41,49,3,3,3,6,8,No,No,No,No,No,No,3,11,0,44,Middle,2778,Married,Graduation,828,779,0
51650,Lower-middle,0,1,81,152,3,22,2,5,7,1,4,1,4,5,No,No,No,No,No,No,3,11,0,44,Middle,2208,Married,PhD,184,177,0
74068,Middle,0,0,14,783,30,537,140,76,15,1,4,10,9,2,No,No,No,No,No,No,3,11,0,44,Middle,2626,Married,Graduation,1566,1551,0
51369,Lower-middle,0,1,84,297,7,79,0,11,182,2,8,2,4,8,No,No,No,No,No,No,3,11,0,44,Middle,2771,Together,Graduation,394,212,0
51369,Lower-middle,0,1,84,297,7,79,0,11,182,2,8,2,4,8,No,No,No,No,No,No,3,11,0,44,Middle,2771,Together,Graduation,394,212,0
12571,Lower,1,0,86,3,5,14,2,12,17,4,3,1,3,6,No,No,No,No,No,No,3,11,0,44,Middle,2321,Divorced,Graduation,36,19,0
70893,Middle,0,0,42,768,44,561,77,44,14,1,6,6,10,3,No,No,No,No,No,No,3,11,0,44,Middle,2667,Single,Master,1494,1480,0
